日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2025-03-23,ST,grass,好/快,1200,531,08,奇異歡星,4,7,9,45.73,46.33,-0.32,22.36,0.01,68.69,-0.31,11 8 8,愛馬善,巴基之勝,真心傳奇,田泰安,希威森,3,119,131
2025-04-16,HV,grass,好/快,1200,595,07,奇異歡星,4,7,8,46.47,47.19,0.14,23.31,0.76,70.5,0.9,9 9 7,日馳千里,電源之駒,撼天鐵翼,田泰安,希威森,3,120,131
2025-04-30,HV,grass,好/快,1200,638,12,奇異歡星,4,7,12,46.13,47.09,0.04,23.3,0.75,70.39,0.79,12 11 12,鈦易搵,樂勝天下,金牌活力,希威森,希威森,3,118,131
2025-05-18,ST,dirt,好,1200,684,12,奇異歡星,4,7,9,45.41,46.61,0.11,24.37,2.32,70.98,2.43,7 11 12,實力哥,包裝伯樂,勁先生,鍾易禮,希威森,3,112,131
2025-06-08,ST,grass,好/快,1200,738,10,奇異歡星,4,7,11,45.71,46.67,-0.23,24.52,2.07,71.19,1.84,4 7 10,臻至辰,手到齊來,渡月橋,希威森,希威森,4,132,131
2025-10-01,ST,grass,好/快,1200,059,10,奇異歡星,4,7,8,46.52,47.24,0.34,22.55,0.1,69.79,0.44,13 12 10,新力驕,做好自己,文明福星,田泰安,希威森,4,130,131
2025-10-22,HV,grass,好,1000,114,05,奇異歡星,4,7,12,33.66,34.58,-1.32,22.7,1.4,57.28,0.08,12 10 5,凝聚美麗,精算奕然,精益大師,金誠剛,希威森,4,129,131
2025-12-17,HV,grass,好,1200,270,05,奇異歡星,4,7,2,46.95,47.47,0.27,22.82,0.12,70.29,0.39,7 6 5,福星小子,喵喵怪,自動自覺,田泰安,希威森,4,127,131
2026-01-11,ST,grass,好/快,1200,335,03,奇異歡星,4,7,5,45.74,46.14,-0.76,23.47,1.02,69.61,0.26,4 5 3,勇者為皇,幸運奇兵,奇異歡星,田泰安,希威森,4,125,131
2026-02-01,ST,grass,好,1200,397,06,奇異歡星,4,7,6,45.93,45.97,-0.93,23.9,1.45,69.87,0.52,1 2 6,跨境駿馬,超拍檔,星辰千帥,田泰安,希威森,4,125,131
2026-03-01,ST,grass,好,1200,478,01,奇異歡星,4,7,6,46.98,47.26,0.36,22.81,0.36,70.07,0.72,3 5 1,奇異歡星,展雄威,手機錶勁,希威森,希威森,4,124,131
