日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2023-09-17,ST,grass,好,1200,026,07,陽光勇士,6,10,11,45.84,46.72,-0.18,23.27,0.82,69.99,0.64,13 11 7,我為您,嘉應勇士,逐夢年代,董明朗,何澤堯,4,130,126
2023-10-22,ST,grass,好,1400,106,04,陽光勇士,6,10,1,58.59,58.79,0.19,23.5,0.1,82.29,0.29,5 3 3 4,時尚歡欣,好勁力,馬主雄風,梁家俊,何澤堯,4,128,126
2023-11-26,ST,grass,好,1400,200,13,陽光勇士,6,10,9,59.75,60.35,1.75,23.33,-0.07,83.68,1.68,8 9 12 13,時尚歡欣,佳福駒,時時稱心,梁家俊,何澤堯,4,128,126
2023-12-23,ST,grass,好,1200,270,05,陽光勇士,6,10,11,47.11,47.91,1.01,23.07,0.62,70.98,1.63,11 11 5,勝利神駒,紅海風帆,翹峯,田泰安,何澤堯,4,125,126
2024-01-21,ST,grass,好,1400,355,02,陽光勇士,6,10,14,58.65,59.25,0.65,23.18,-0.22,82.43,0.43,12 11 8 2,巴閉仔,陽光勇士,電路九號,班德禮,何澤堯,4,123,126
2024-02-04,ST,grass,好,1400,396,01,陽光勇士,6,10,7,59.32,59.88,1.28,22.79,-0.61,82.67,0.67,8 7 7 1,陽光勇士,艾莉奧,金榜之星,班德禮,何澤堯,4,124,126
2024-03-16,ST,grass,好,1400,510,01,陽光勇士,6,10,10,58.88,59.2,0.6,23.21,-0.19,82.41,0.41,8 5 5 1,陽光勇士,定數,機緣醉夢,班德禮,何澤堯,4,131,126
2024-04-28,ST,grass,黏,1400,622,05,陽光勇士,6,10,4,60.21,61.09,2.59,22.54,-0.61,83.63,1.98,12 11 11 5,壯志凌雲,獨步天下,滿歡笑,班德禮,何澤堯,3,119,126
2024-05-19,ST,grass,好,1400,684,02,陽光勇士,6,10,6,58.27,58.83,0.33,23.35,0.2,82.18,0.53,10 10 8 2,手機錶霸,陽光勇士,滿歡笑,班德禮,何澤堯,3,119,126
2024-06-15,ST,grass,軟,1400,759,01,陽光勇士,6,10,6,58.92,59.4,0.9,23.96,0.81,83.36,1.71,9 7 6 1,陽光勇士,手機錶霸,一定美麗,周俊樂,何澤堯,3,123,126
2024-07-06,ST,grass,好/快,1400,808,03,陽光勇士,6,10,7,58.86,59.54,1.04,22.0,-1.15,81.54,-0.11,10 10 10 3,一定美麗,綠族豐收,陽光勇士,賀銘年,何澤堯,3,130,126
2024-09-15,ST,grass,好/快,1400,028,01,陽光勇士,6,10,9,58.3,58.9,0.4,22.27,-0.88,81.17,-0.48,8 8 10 1,陽光勇士,將義,勁進駒,周俊樂,何澤堯,3,127,126
2024-10-01,ST,grass,好/快,1400,072,03,陽光勇士,6,10,2,58.58,58.86,0.51,22.77,-0.33,81.63,0.18,6 5 5 3,飛鷹翱翔,手機錶霸,陽光勇士,周俊樂,何澤堯,2,120,126
2024-11-09,ST,grass,好/快,1400,172,04,陽光勇士,6,10,12,57.22,57.98,-0.37,22.57,-0.53,80.55,-0.9,10 8 8 4,堅又威,包裝天將,飛鷹翱翔,賀銘年,何澤堯,2,116,126
2024-11-24,ST,grass,好/快,1600,208,03,陽光勇士,6,10,10,70.4,70.88,0.08,22.88,-0.57,93.76,-0.49,9 8 8 3,手機錶霸,遨遊武士,陽光勇士,賀銘年,何澤堯,2,116,126
2025-01-12,ST,grass,好,1400,343,09,陽光勇士,6,10,9,57.87,58.63,0.28,22.74,-0.36,81.37,-0.08,9 10 11 9,球星,競駿輝煌,玩笑,周俊樂,何澤堯,2,121,126
2025-01-26,ST,grass,好,1600,378,01,陽光勇士,6,10,1,71.09,71.37,0.57,23.27,-0.18,94.64,0.39,4 5 4 1,陽光勇士,黃腳鱲,話你知,潘頓,何澤堯,2,121,126
2025-02-16,ST,grass,好/快,1600,434,03,陽光勇士,6,10,9,70.68,71.28,0.48,22.46,-0.99,93.74,-0.51,9 8 8 3,玩笑,勁速威龍,陽光勇士,布文,何澤堯,2,130,126
2025-03-15,ST,grass,好/黏,1600,511,01,陽光勇士,6,10,1,71.39,71.91,1.11,23.17,-0.28,95.08,0.83,5 5 4 1,陽光勇士,遨遊武士,非惟僥倖,布文,何澤堯,2,126,126
2025-03-30,ST,grass,好,1600,547,07,陽光勇士,6,10,3,70.76,71.52,0.87,23.13,-0.12,94.65,0.75,8 9 9 7,直線力山,錶之銀河,智取神駒,周俊樂,何澤堯,0,123,126
2025-04-27,ST,grass,好,1600,626,03,陽光勇士,6,10,6,70.21,70.93,0.28,22.36,-0.89,93.29,-0.61,10 9 9 3,紅運帝王,遨遊氣泡,陽光勇士,蘇銘倫,何澤堯,0,126,126
2025-05-31,ST,grass,好,1600,722,04,陽光勇士,6,10,7,71.33,71.81,1.16,22.3,-0.95,94.11,0.21,8 8 7 4,和平波,禪勝輝煌,永遠美麗,班德禮,何澤堯,0,124,126
2025-09-28,ST,grass,好/快,1400,052,11,陽光勇士,6,10,9,58.24,58.76,0.51,22.52,-0.33,81.28,0.18,11 10 9 11,祝願,合夥奔馳,越駿歡欣,奧爾民,何澤堯,0,132,126
2025-11-09,ST,grass,好,1800,166,04,陽光勇士,6,10,2,82.79,84.15,0.55,23.47,-0.03,107.62,0.52,10 10 10 11 4,安遇,越駿歡欣,智取神駒,杜苑欣,何澤堯,0,126,126
2025-11-23,ST,grass,好/快,1600,204,02,陽光勇士,6,10,13,69.25,69.93,-0.72,23.03,-0.22,92.96,-0.94,12 12 11 2,錶之銀河,陽光勇士,越駿歡欣,杜苑欣,何澤堯,0,123,126
2025-12-14,ST,grass,好,1600,260,13,陽光勇士,6,10,3,69.99,70.47,-0.18,25.5,2.25,95.97,2.07,8 7 8 13,遨遊氣泡,神志勇進,紅運帝王,蘇銘倫,何澤堯,0,126,126
2026-01-25,ST,grass,好/快,1600,381,04,陽光勇士,6,10,9,69.95,70.19,-0.46,22.99,-0.26,93.18,-0.72,9 9 4 4,浪漫勇士,金鑽貴人,遨遊氣泡,何澤堯,何澤堯,0,126,126
2026-02-22,ST,grass,好,1400,462,07,陽光勇士,6,10,10,57.69,58.37,0.12,22.06,-0.79,80.43,-0.67,9 9 9 7,嘉應高昇,驕陽明駒,金鑽貴人,何澤堯,何澤堯,0,126,126
